Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","798","Tuvalu","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","9.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","798","Tuvalu","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2000","2000","%","44","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","%","43.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","%","42.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","%","41.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","%","41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","%","40.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","%","39.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","%","38.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2008","2008","%","37.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2009","2009","%","36.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","36","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","34.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","32.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","31.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","30.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","29.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","29.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","28.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","28.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20192021","2019-2021","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","27.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2000","2000","%","22.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","%","22.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","%","22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","%","21.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","%","21.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","%","20.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","%","20.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","%","19.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2008","2008","%","19.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2009","2009","%","19.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","19.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","19.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","19.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","18.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","18.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","18.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","19.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","18.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","18.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","17.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20192021","2019-2021","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","15.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","804","Ukraine","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2000","2000","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2008","2008","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2009","2009","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20192021","2019-2021","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","784","United Arab Emirates","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
